strain	date	data_source	sample_source	region	location	lineage	age
MN306028.1	2019-XX-XX	GenBank	Lin	North-America	USA	NA	NA
MH828684.1	2013-10-02	GenBank	Lu	East-Asia	Vietnam	A2.2.2	NA
MH828683.1	2013-10-24	GenBank	Lu	East-Asia	Vietnam	A2.2.2	NA
MH828687.1	2014-08-14	GenBank	Lu	East-Asia	Vietnam	B1	NA
MH828685.1	2014-11-27	GenBank	Lu	East-Asia	Vietnam	B2	NA
MH828686.1	2014-12-18	GenBank	Lu	East-Asia	Vietnam	B1	NA
PQ117896.1	2024-03-01	GenBank	Rothstein	North-America	Virginia(USA)	NA	NA
PQ117899.1	2024-03-04	GenBank	Rothstein	North-America	Virginia(USA)	A2.2.2	NA
PP947652.1	2018-12-30	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947620.1	2019-01-07	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947671.1	2019-01-20	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947675.1	2019-01-22	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947587.1	2019-01-26	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947617.1	2019-02-14	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947662.1	2019-02-23	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947580.1	2019-02-26	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947622.1	2019-02-27	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634916.1	2019-03-06	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947624.1	2019-03-10	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947640.1	2019-03-12	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947697.1	2019-03-12	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947616.1	2019-03-13	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947654.1	2019-03-14	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947653.1	2019-03-17	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947621.1	2019-03-19	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947571.1	2019-03-22	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634883.1	2019-03-29	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634905.1	2019-03-30	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947638.1	2019-03-31	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947646.1	2019-04-12	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947695.1	2019-04-13	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947582.1	2019-04-14	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947573.1	2019-04-26	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947686.1	2019-05-01	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947594.1	2019-05-02	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947700.1	2019-05-03	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947598.1	2019-05-12	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947600.1	2019-05-13	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947575.1	2019-05-14	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947561.1	2019-05-15	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947677.1	2019-05-21	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947665.1	2019-05-28	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947658.1	2019-06-03	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947554.1	2019-06-07	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947656.1	2019-06-24	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947593.1	2019-07-20	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947584.1	2019-09-01	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947609.1	2019-09-10	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947626.1	2019-10-13	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947630.1	2019-11-02	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634944.1	2019-11-12	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634955.1	2019-11-21	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947604.1	2019-11-23	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947588.1	2019-11-27	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947682.1	2019-11-30	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947683.1	2019-11-30	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947583.1	2019-12-04	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634888.1	2019-12-05	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634928.1	2019-12-05	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947576.1	2019-12-09	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634942.1	2019-12-10	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947663.1	2019-12-13	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947591.1	2019-12-14	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947596.1	2019-12-14	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947611.1	2019-12-14	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947637.1	2019-12-14	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947670.1	2019-12-15	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634958.1	2019-12-18	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634903.1	2019-12-19	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634934.1	2019-12-19	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947597.1	2019-12-19	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947685.1	2019-12-20	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634881.1	2019-12-22	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947623.1	2019-12-22	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947566.1	2019-12-23	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947678.1	2019-12-23	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947615.1	2019-12-24	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634887.1	2019-12-25	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947702.1	2019-12-25	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634891.1	2019-12-27	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634960.1	2019-12-27	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947578.1	2019-12-27	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947703.1	2019-12-27	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947628.1	2019-12-28	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634890.1	2019-12-29	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947562.1	2019-12-29	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947649.1	2019-12-30	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947669.1	2020-01-01	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947691.1	2020-01-01	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947698.1	2020-01-01	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634910.1	2020-01-02	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947619.1	2020-01-02	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947659.1	2020-01-03	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634902.1	2020-01-04	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947667.1	2020-01-04	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947674.1	2020-01-06	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947569.1	2020-01-07	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947647.1	2020-01-07	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947557.1	2020-01-08	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947676.1	2020-01-08	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947699.1	2020-01-08	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634898.1	2020-01-09	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947605.1	2020-01-09	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947684.1	2020-01-09	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634911.1	2020-01-11	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634954.1	2020-01-12	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947680.1	2020-01-12	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634933.1	2020-01-14	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634895.1	2020-01-16	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634935.1	2020-01-16	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634941.1	2020-01-19	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634925.1	2020-01-21	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947635.1	2020-01-22	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947648.1	2020-01-22	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947560.1	2020-01-23	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634950.1	2020-01-25	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947603.1	2020-01-27	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947558.1	2020-01-28	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947612.1	2020-01-28	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947644.1	2020-01-28	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947651.1	2020-01-28	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947629.1	2020-01-29	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947681.1	2020-01-29	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634886.1	2020-01-30	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634948.1	2020-01-30	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634880.1	2020-01-31	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634906.1	2020-01-31	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634921.1	2020-02-03	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947687.1	2020-02-04	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947701.1	2020-02-04	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634946.1	2020-02-05	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634931.1	2020-02-08	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634959.1	2020-02-08	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947553.1	2020-02-10	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947555.1	2020-02-10	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947672.1	2020-02-11	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947592.1	2020-02-12	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947579.1	2020-02-13	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947668.1	2020-02-13	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634947.1	2020-02-14	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634882.1	2020-02-15	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947694.1	2020-02-15	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634900.1	2020-02-16	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634918.1	2020-02-16	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634927.1	2020-02-16	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634938.1	2020-02-16	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634957.1	2020-02-16	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947614.1	2020-02-16	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947634.1	2020-02-16	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947610.1	2020-02-17	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947633.1	2020-02-17	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634901.1	2020-02-18	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634909.1	2020-02-18	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947645.1	2020-02-18	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634884.1	2020-02-21	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634892.1	2020-02-21	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947602.1	2020-02-21	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947572.1	2020-02-23	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947689.1	2020-02-23	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634926.1	2020-02-24	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947655.1	2020-02-24	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947688.1	2020-02-24	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947565.1	2020-02-25	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634907.1	2020-02-26	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947574.1	2020-02-26	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947606.1	2020-02-26	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947643.1	2020-02-26	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947666.1	2020-02-26	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947679.1	2020-02-26	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947590.1	2020-02-27	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947627.1	2020-02-27	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947636.1	2020-02-28	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947595.1	2020-02-29	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947556.1	2020-03-01	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947613.1	2020-03-01	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634949.1	2020-03-02	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634962.1	2020-03-03	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947696.1	2020-03-03	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947567.1	2020-03-04	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947581.1	2020-03-04	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947608.1	2020-03-04	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947660.1	2020-03-04	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947564.1	2020-03-05	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947570.1	2020-03-05	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947607.1	2020-03-05	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947589.1	2020-03-06	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947661.1	2020-03-06	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634899.1	2020-03-07	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947563.1	2020-03-07	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947625.1	2020-03-07	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947642.1	2020-03-07	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947568.1	2020-03-08	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947559.1	2020-03-09	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947692.1	2020-03-09	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947693.1	2020-03-10	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947599.1	2020-03-12	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947673.1	2020-03-13	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947650.1	2020-03-14	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947657.1	2020-03-16	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947618.1	2020-03-23	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947690.1	2020-03-23	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947586.1	2020-03-26	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947631.1	2020-03-29	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947601.1	2020-03-30	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947641.1	2020-04-01	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PP947585.1	2020-04-05	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947577.1	2020-04-06	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634912.1	2021-06-06	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634951.1	2021-06-18	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947632.1	2021-06-26	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634917.1	2021-08-28	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634893.1	2021-11-18	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634914.1	2021-11-24	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634924.1	2021-11-25	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634919.1	2021-11-30	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PV052203.1	2021-12-01	GenBank	Nunley	North-America	Washington(USA)	B1	NA
PV052204.1	2021-12-01	GenBank	Nunley	North-America	Washington(USA)	B1	NA
PQ634939.1	2021-12-25	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634897.1	2021-12-27	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634922.1	2021-12-27	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634885.1	2021-12-28	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634896.1	2021-12-28	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052205.1	2022-01-01	GenBank	Nunley	North-America	Washington(USA)	B1	NA
PQ634952.1	2022-01-04	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634908.1	2022-01-15	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634889.1	2022-01-17	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634961.1	2022-01-18	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PP947664.1	2022-01-18	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634937.1	2022-01-24	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634923.1	2022-01-28	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634936.1	2022-01-30	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634940.1	2022-02-14	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634913.1	2022-03-21	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634879.1	2022-03-27	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634953.1	2022-04-08	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634920.1	2022-04-09	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634930.1	2022-04-19	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PP947639.1	2022-04-29	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PQ634904.1	2022-05-04	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634894.1	2022-05-16	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634945.1	2022-05-23	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634932.1	2022-05-25	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634943.1	2022-05-26	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634956.1	2022-06-01	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PQ634929.1	2022-06-03	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PQ634915.1	2022-06-11	GenBank	Roychoudhury	North-America	Washington(USA)	B1	NA
PV252967.1	2022-10-08	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV252968.1	2022-10-08	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052136.1	2022-12-02	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV052133.1	2022-12-05	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV252960.1	2022-12-06	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV252970.1	2022-12-07	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV252962.1	2022-12-15	GenBank	Roychoudhury	North-America	Washington(USA)	B2	NA
PV252964.1	2023-01-17	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.1	NA
PV252982.1	2023-01-18	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV252975.1	2023-01-25	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052195.1	2023-01-26	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV252961.1	2023-02-08	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV252954.1	2023-02-11	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052159.1	2023-02-14	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052160.1	2023-02-14	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV252983.1	2023-02-15	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052186.1	2023-02-22	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV455600.1	2023-02-23	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.1	NA
PV252973.1	2023-02-25	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV455597.1	2023-02-27	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV455598.1	2023-02-27	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV252984.1	2023-02-27	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052198.1	2023-02-28	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052200.1	2023-03-01	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052206.1	2023-03-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052207.1	2023-03-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052208.1	2023-03-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052209.1	2023-03-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052210.1	2023-03-01	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV252957.1	2023-03-04	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052137.1	2023-03-04	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV052142.1	2023-03-07	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV052144.1	2023-03-07	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV052148.1	2023-03-10	GenBank	Longley	North-America	Washington(USA)	A2.2.2	NA
PV052154.1	2023-03-13	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV052163.1	2023-03-17	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052165.1	2023-03-17	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV052170.1	2023-03-18	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052173.1	2023-03-20	GenBank	Longley	North-America	Washington(USA)	B2	NA
PV052193.1	2023-03-24	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV052202.1	2023-03-28	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV252978.1	2023-03-30	GenBank	Roychoudhury	North-America	Washington(USA)	NA	NA
PV252976.1	2023-04-01	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052211.1	2023-04-01	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV052212.1	2023-04-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV052213.1	2023-04-01	GenBank	Nunley	North-America	Washington(USA)	B2	NA
PV052214.1	2023-04-01	GenBank	Nunley	North-America	Washington(USA)	A2.2.2	NA
PV252956.1	2023-04-03	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.1	NA
PV252974.1	2023-04-04	GenBank	Roychoudhury	North-America	Washington(USA)	A2.2.2	NA
PV052141.1	2023-04-06	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV052143.1	2023-04-07	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
PV052152.1	2023-04-10	GenBank	Mathis	North-America	Washington(USA)	B2	NA
PV052156.1	2023-04-13	GenBank	Longley	North-America	Washington(USA)	A2.2.1	NA
PV052157.1	2023-04-13	GenBank	Mathis	North-America	Washington(USA)	A2.2.2	NA
